OC.A	I/aa	Marque of the complément (devant the pronoms et noms propres)	Marque du complément (devant les pronoms et noms propres)
TR.PASORO	Pahoro	A comb; to comb the head, to rake ground	(Dvs)
CP.PASU.1A	Pahu	Thumping blow	(???)
CE.PASU.1B	Pahu	Tambour to membrane	Tambour à membrane
FJ.PASU.2	Pahu	Etre barré (river), be retenu (water). To be dammed up as water, stopped or pent up as any liquid; to spatter up as soft mud when carelessly trod upon (Dvs).Uncertain Semantic Connection	Etre barré (rivière), être retenu (eau). To be dammed up as water, stopped or pent up as any liquid; to spatter up as soft mud when carelessly trod upon (Dvs).Uncertain Semantic Connection
EO.PAASUA	Paahua	Bénitier (coquillage) (Tridacna elonga)	Bénitier (coquillage) (Tridacna elonga)
TA.PAATEE.2	Pate	To sound with lead and line	(Dvs)
TA.PATA.4	Pata	To strike, as the insect pata does with its tail; to snap with the finger and thumb upon any thing; to strike smartly with the finger	(Dvs)
PN.PATA.1B	Pata/pata	Tacheté	Tacheté
TA.PATA.4	Pata	Pichenette, chiquenaude; give une chiquenaude; lance-pierres; trébuchet pour attraper the oiseaux...	Pichenette, chiquenaude; donner une chiquenaude; lance-pierres; trébuchet pour attraper les oiseaux...
CE.PAATAITAI	Paataitai	Labre, fish of the famille of the Labridae (Coris angulata), et species voisine	Labre, poisson de la famille des Labridae (Coris angulata), et espèce voisine
NP.PAATEE.1	Paatee	Sonner, tinter	(Lmt)
TA.PAATEE.2	Paatee	Tirer on the corde of vie (plongeur); sonner, tinter	Tirer sur la corde de vie (plongeur); sonner, tinter
EP.PAA-TEFE	Paatehe	Châtrer	Châtrer
CE.PAA-TIA	Paatia	Fourchette, fourche, piqûre, javelot; piquer, perforer	Fourchette, fourche, piqûre, javelot; piquer, perforer
CE.PAA-TIKI.*	Patiʔi	Poissons plats, famille des Bothidae (Bothus mancus, pantherinus)	(Lmt)
TA.PAA-TITI	Paatiti	Clouer, enfoncer to coup of marteau	Clouer, enfoncer à coup de marteau
TR.PATITO.2	Patito	A small fresh water fish	A small fresh water fish
PN.PATOO.1	Patô	To propel, or shoot forward	(Dvs)
PN.PATOO.1	Paatoo	Éclore (oeufs)	Éclore (oeufs)
??.PATOO.2	Pato	Pousser, bourgeonner	(Jsn)
TA.PAA-TOKI	Paatoʔi	Refus, protestation; refuser, protester	(Lmt)
TA.PAA-TOO-TOO.*	Paatootoo	Frapper to the porte	Frapper à la porte
AN.PATU.1A	Patu	Ruer; repousser d'un coup of coude or of the revers of the main	Ruer; repousser d'un coup de coude ou du revers de la main
TA.PATU.1B.	Patu	A little wooden mallet	A little wooden mallet
TA.PATU.3	Patu	Mur of pierre; bâtir un mur, faire un barrage	Mur de pierre; bâtir un mur, faire un barrage
FJ.PAATUKI	Patuʔi	Fish of the famille of the Cirrhitidae (Cirrhites pinnulatus)	Poisson de la famille des Cirrhitidae (Cirrhites pinnulatus)
CE.PAU.1E	Pau roa	Entièrement, complètement, tous	Entièrement, complètement, tous
TA.PAA-UA	Paaua	Natte tressée en palme of cocotier	Natte tressée en palme de cocotier
OC.PEQE	Pe	Decayed, rotten, worn out; ripe, applied to plantains and other fruit	(Dvs)
OC.PEQE	Pee	Mûr, mou ('uru, fē’ī, vī, mai’a, ‘ī’ītā, ‘ānani, tāporo), pourri (taro, 'umara, viande...)	Mûr, mou ('uru, fē’ī, vī, mai’a, ‘ī’ītā, ‘ānani, tāporo), pourri (taro, 'umara, viande...)
TA.PEHA	Pehâ	A piece of anything, such as the half of a breadfruit	A piece of anything, such as the half of a breadfruit
TA.PEHA	Peeha/ʔa	Moitié of nut of coconut or of fruit to pain	Moitié de noix de coco ou de fruit à pain
EP.PEKA.2A	Pea	A stick laid crosswise; to be perplexed	(Dvs)
CE.PEKA-PEKA.2	Peʔapeʔa	Incident, ennuis, contrariété; be ennuyé, contrarié; avoir of the soucis, of the ennuis	Incident, ennuis, contrariété; être ennuyé, contrarié; avoir des soucis, des ennuis
CE.PEKE.1B	Haʔa/peʔe	Jeter en l'air, jeter loin, fair voler un cerf-volant	(Lmt)
OC.PELA	Pera	Filth and dirt, rubbish of a dunghill	(Lmt)
EP.PERA	Pera	Cadavre. The remains of a dead person, the human bones (Dvs).	(Lmt)
TA.PERE.3	A/pere	The reed thrown or darted in the game called aperea; the person that throws the reed; to play the game of apere	(Dvs)
CE.PERERAU	Pererau	Aile. The wing of a fowl (Dvs).	(Lmt)
OC.PELU.A	Peperu, peru	Rouleau d'étoffe or of vêtement	Rouleau d'étoffe ou de vêtement
OC.PELU.A	Peru/peru	To fold up in a good condition	(Dvs)
PN.PENA.1B	Pena	To bring up the rear, or weak part of an army, when in danger	(Dvs)
PN.PENA.1B	Pena/pena	To bring up, and shelter repeatedly, those that are behind in an army when retreating; also to cover and protect the helpless	(Dvs)
TA.PENU.B	Penu	Pilon de pierre	(Lmt)
OC.PEPE	Pepe	Papillons de jour (Hypolimnas bolina, Euploca helcita)	(Lmt)
CE.PEEHAU	Pehau	The fin of fish	(Dvs)
NP.PESE.1	Pehe	Chanson, chant (to l'exception of the cantiques); chanter	Chanson, chant (à l'exception des cantiques); chanter
CE.PEQE-SI.B2	Pehi	To cast a stone or some other substance	(Dvs)
CE.PEQE-SI.B2	Peehi	Lapider	(Aca)
CE.PESU	Pehu	Ordure	(Lmt)
PN.PEU.1	Peu	Maniéré, maniaque	Maniéré, maniaque
TA.PEU.2	Peu	Coutume, habitude	(Lmt)
CE.PII.1	Pii	Jeune, se dit of the fruits or légumes qui n'ont pas still atteint leur taille normale. Ne se dit pas of the nut of coconut, ni of the tubercules	Jeune, se dit des fruits ou légumes qui n'ont pas encore atteint leur taille normale. Ne se dit pas des noix de coco, ni des tubercules
MP.PII.2A	Pi/pi	To sprinkle with water, or other liquid	(Dvs)
MP.PII.2A	Pii(pii)	Arroser, asperger	(Lmt)
MP.PIA.1	Pia	Plant, arrow-root tahitien (Tacca pinnatifida or T.leontopetaloides); amidon, coller to l'amidon	Plante, arrow-root tahitien (Tacca pinnatifida ou T.leontopetaloides); amidon, coller à l'amidon
CE.PIERE.1	Piiere	Bananes conservées par séchage to the sun	Bananes conservées par séchage au soleil
CE.PIIGAO	Piiʔao	Libellule	(Lmt)
CK.PIIGOFI	Piiʔehi	Répartir uniformément the pierres chaudes d'un four polynésien. To spread the hot stones in a native oven, and to extinguish the firePhonologically Irregular	Répartir uniformément les pierres chaudes d'un four polynésien. To spread the hot stones in a native oven, and to extinguish the firePhonologically Irregular
EP.PIKI.1B	Pii	Monter	(Jsn)
MP.PIKO.A	Pio	Crooked or bent	(Dvs)
CE.PIKO.B	Piʔo	Baisser the tête, s'incliner	Baisser la tête, s'incliner
PN.PILAU	Pirau	Pus	(Lmt)
NP.PILI.1B	Piri	Rapproché	Rapproché
MP.PILI.1A	Piri	Collé, collant	Collé, collant
EP.PIRI	Piri	Devinette, énigme. A wonder, a curiosity, a puzzle (Dvs).	Devinette, énigme. A wonder, a curiosity, a puzzle (Dvs).
CE.PIRI-PIRI	Piripiri	Plantes qui s'accrochent to the vêtements (Cenchrus echinatus, Urena lobata)	Plantes qui s'accrochent aux vêtements (Cenchrus echinatus, Urena lobata)
PN.PILITA	Pirita	Root of ieie; also a basket made of it . (Dioscorea nummularia)	(Whr)
MP.PIPI.1	Pipi	Coquillage ressemblant to une petite nacre et qui donne of the perles appelées poe pipi	Coquillage ressemblant à une petite nacre et qui donne des perles appelées poe pipi
TA.PIPI.3	Pipi	Disciple. A disciple, learner, or pupil (Dvs).	(Lmt)
EP.PI-PIRI	Pipiri	February. A name given to two stars that appear nearly joining (Dvs).	(Mkn)
EP.PI-PIRI	Pipiri maa	Constellation of the Gémeaux	Constellation des Gémeaux
EP.PISA.*	Piha	Chambre, pièce d'une house; cercueil	Chambre, pièce d'une maison; cercueil
PN.PISI.2	Pihi	The name of a shell fish	(Dvs)
TA.PITI	Piti	Deux	(Lmt)
AN.PITO.1	Pito	Nombril. The navel, the navel string (Dvs).	(Lmt)
PN.PITO.2	Pito/pito	Bouton of vêtement, bouton of réglage or of déclenchement; points sensibles of the corps humain (tempes, plexus)	Bouton de vêtement, bouton de réglage ou de déclenchement; points sensibles du corps humain (tempes, plexus)
FJ.PIU.2	Piu	Ferrer un fish. To pull a fishing line (Dvs).Uncertain Semantic Connection	Ferrer un poisson. To pull a fishing line (Dvs).Uncertain Semantic Connection
NP.PII-WAI	Pivai	The smallest pig in a litter	(Dvs)
MP.POO.1A	Poo	Nuit, faire nuit	(Lmt)
MP.POA.1	Poa	Écailles of fish	Écailles de poisson
EP.POE	Poe	Perle. A pearl, also beads (Dvs).	(Lmt)
CE.POO-FUE.*	Poohue	Nom générique of the convolvulacées (lianes) (Ipomoea peltata, Calonyction speciosum)	Nom générique des convolvulacées (lianes) (Ipomoea peltata, Calonyction speciosum)
CE.POHUTU.1	Pohutu	To be fed to satiety; to be worked to wearinessUncertain Semantic Connection	(Dvs)
NP.POGA.3	Poʔa	Marque of coup on un objet	Marque de coup sur un objet
NP.POGA.3	Poa	A dent, or mark, in the surface of any thing; dented	(Dvs)
NP.POGA.3	Niho poʔa	Molaire	(Lmt)
PN.POGI-A	Poʔia	Faim; avoir faim	(Lmt)
MP.POGI-POGI	Poʔipoʔi	Matin	(Lmt)
CP.POQOI	Poo/poi/	Pâte to base of bananes, fruit to pain or taro	Pâte à base de bananes, fruit à pain ou taro
PN.POOKAI	Pooʔai	Pelote or bobine of fil	Pelote ou bobine de fil
NP.POKE	Poʔe	Préparation culinaire of fruit cuit et d'amidon	Préparation culinaire de fruit cuit et d'amidon
CE.POKEA	Poea	The dirty scum of stagnant waterUncertain Semantic Connection	(Dvs)
PN.POKI.1	Poʔi	Etre couvert en parlant of the four tahitien, be comblé en parlant d'un trou in the terre	Etre couvert en parlant du four tahitien, être comblé en parlant d'un trou dans la terre
NP.POLI.B	Pori/a	Grossir, engraisser	(Lmt)
PN.POKO.2	Poʔo/poʔo	Creux; be creusé.	Creux; être creusé.
PN.POKO.3	Poo	To slap with the open hand on a person's own breast, as wrestlers used to do, giving challenge	To slap with the open hand on a person's own breast, as wrestlers used to do, giving challenge
FJ.POLE.A	Po/pore	Avide, cupide, convoiter	(Lmt)
TA.POO-REHO	Pooreho	Porcelaine (coquillage) (Cypraea)	(Lmt)
EO.POLI.A	Pori/a	Gras, gros	(Lmt)
NP.POLI.B	Pori	The bulk, or size, as that of a man, or a tree; certain persons of both sexes, but chiefly women, who pampered their bodies to become fat and fair	The bulk, or size, as that of a man, or a tree; certain persons of both sexes, but chiefly women, who pampered their bodies to become fat and fair
OC.POLO.1	Poro/hiti	Plant to fruits rouges (Solanum anthropophagorum)	Plante à fruits rouges (Solanum anthropophagorum)
PN.PORO.1	Poro	Publier, annoncer. A crier, or herald; to cry, proclaim or publish, as the messenger of the king, or as the priests did (Dvs).	(Lmt)
PN.PORO-QAKI	Poroʔi	Message; informer; commande, faire une commande; demander, faire venir, appeler	(Lmt)
CE.POORORI	Porori	Hunger; to be hungry	(Dvs)
CE.POO-RUTU	Porutu	Loud, clamorous, applied to a voice; to be speaking very loudUncertain Semantic Connection	(Dvs)
PN.PONA	Pona	Noeud, ligature; articulation, jointure of the doigts et of the membres; noeud et cloisons of the bambou; noeud of the wood	Noeud, ligature; articulation, jointure des doigts et des membres; noeud et cloisons du bambou; noeud du bois
TR.POO-NAO	Poonao	Dé of couturière; cadenas; pelote (of ficelle...); boîte (d'allumettes) (poonao maati)	Dé de couturière; cadenas; pelote (de ficelle...); boîte (d'allumettes) (poonao maati)
PN.POO-NIU.1	Pooniu	Nut of coconut to peine formée	Noix de coco à peine formée
AN.POO-POO.A	Poopoo	Applaudir, frapper of the mains	Applaudir, frapper des mains
NP.POO-POO.B	Poopoo	Balle to jouer; bulle	Balle à jouer; bulle
CE.POHE	Pohe	Mort, mourir; éprouver the maladie, the faim, the sommeil, un besoin naturel, of the frayeur	Mort, mourir; éprouver la maladie, la faim, le sommeil, un besoin naturel, de la frayeur
NP.POTA	Pota	Chou; jeunes feuilles of taro et of taruaa qui, cuites to the manière of the épinards, donnent the faafaa	Chou; jeunes feuilles de taro et de taruaa qui, cuites à la manière des épinards, donnent le faafaa
CE.POO-TAGOTAGO	Potaotao	A very black or dark night	(Dvs)
EP.POO-TAKA	Potaa	Oval, or circular, as a house	(Dvs)
EP.POTI.2	Po/poti	Cancrelat or ravet (Periplaneta americana); crustacé of petite taille (Hippa sp.). The general name for the beetle kind...esp. Indian cockroach (Dvs).	Cancrelat ou ravet (Periplaneta americana); crustacé de petite taille (Hippa sp.). The general name for the beetle kind...esp. Indian cockroach (Dvs).
CE.POOTIKI.A	Pootiʔi	Jeune fille	(Lmt)
OC.POTO.1	Poto	Short; of petite taille, petit	Court; de petite taille, petit
TA.POO-TURI	Pouturi	Deaf, deaf as a post, feigned deaf	(Dvs)
OC.POU.1	Pou	Poteau	(Lmt)
PN.POO-QULI	Poouri	Obscurité, obscur; ignorance, ignorant	Obscurité, obscur; ignorance, ignorant
PN.POO-QULI	Pouri, poiri	Dark, obscure	(Dvs)
CE.POO-UTO.*	Poito	Bouée, flotteur of filet. Pieces of wood or cork, used in the upper side of a fishing net; the buoy of an anchor (Dvs).	Bouée, flotteur de filet. Pieces of wood or cork, used in the upper side of a fishing net; the buoy of an anchor (Dvs).
OC.PUU.1	Puu	Coquillage (tous the gastéropodes of big taille), en particulier the conque (Cymatium tritonis); conque, trompette, the cuivres en général	Coquillage (tous les gastéropodes de grande taille), en particulier la conque (Cymatium tritonis); conque, trompette, les cuivres en général
FJ.PUA.1A	Pua	Tree to the fleurs very odorantes (Fagraea berteriana)	Arbre aux fleurs très odorantes (Fagraea berteriana)
EP.PUA.1B	Pua	S'épanouir, s'ouvrir (flower)	S'épanouir, s'ouvrir (fleur)
OC.PUAKA	Puaʔa	Porc, cochon	(Lmt)
CE.PUAASIOSIO.*	Puahiohio	Tourbillon of vent, cyclone	Tourbillon de vent, cyclone
NP.PUU-EFU	Puehu	Etre dispersé, be éparpillé, fall en morceaux . En poudre	Etre dispersé, être éparpillé, tomber en morceaux . En poudre
EP.PUU-FENUA.*	Puufenua	Placenta	(Lmt)
MP.PUGA.1	Puʔa	"Bloc of corail, ""patate"" of corail; chaux"	"Bloc de corail, ""patate"" de corail; chaux"
PN.PUGA.2A	Pua	A disease accompanied with a swelling and an abcess	A disease accompanied with a swelling and an abcess
CE.PUGA-A-WEREWERE.*	Puuʔaaverevere	Toile d'araignée	Toile d'araignée
FJ.PUQI	Pui/hauhau	To blow gently, as a small breeze	(Dvs)
PN.PUKA-TEA	Puʔatea	Plant (Pisonia brunoniana, P.grandis)	Plante (Pisonia brunoniana, P.grandis)
FJ.PUKE.1A	Puʔe	Etre accumulé, be en tas	Etre accumulé, être en tas
PN.PUKE.2	Pape puʔe	Crue of river	Crue de rivière
TA.PUKE.6	Puʔe	A prefix which sometimes indicates pairs . Denoting a plurality, as pue taata, men, usually two in number...	A prefix which sometimes indicates pairs . Denoting a plurality, as pue taata, men, usually two in number...
MP.PUKU.1A	Puʔu	Bosse, enflure, protubérance	Bosse, enflure, protubérance
FJ.PUKU.3	Puʔu/nena	S'étouffer en mangeant or en buvant	S'étouffer en mangeant ou en buvant
MP.PULA.1	Pura	Gerbe d'étincelles, phosphorescence, be phosphorescent, produire of the étincelles, s'allumer (lumière); be ébloui; esp. of champignons phosphorescents. A spark of fire; a flash of light or fire; to flash, or blaze; to sparkle, as the luminous particles in the sea (Dvs).	Gerbe d'étincelles, phosphorescence, être phosphorescent, produire des étincelles, s'allumer (lumière); être ébloui; esp. de champignons phosphorescents. A spark of fire; a flash of light or fire; to flash, or blaze; to sparkle, as the luminous particles in the sea (Dvs).
TA.PURARA	Purara	Dispersion, etre dispersé	Dispersion, etre dispersé
TA.PUURAU	Puurau	Arbre (Hibiscus tiliaceus)	(Lmt)
PN.PULE.2	Pure	Prière, prier. A prayer, worship; to pray, to worship God (Dvs).	Prière, prier. A prayer, worship; to pray, to worship God (Dvs).
MP.PULELE-FUA	Puurehua	Papillon of nuit (Chromis erotus)	Papillon de nuit (Chromis erotus)
AN.PULE-PULE	Purepure	Tacheté, bigarré, parsemé of zones claires	Tacheté, bigarré, parsemé de zones claires
CE.PUUROKU	Puuroʔu	Voile of mariee; se voiler	Voile de mariee; se voiler
CE.PUROTU	Purotu	Joli, beau (se dit surtout of the femmes)	Joli, beau (se dit surtout des femmes)
CP.PUULOU.A	Purou	To cover the face and head	(Dvs)
MP.PULU.1A	Puru	Bourre de coco	(Lmt)
AN.PULU.2	Puru	Thick (of liquid), viscous, clotted. ?? Pulpe	(Aca)
OC.PULU.3	Puru	Trempé, gorgé d'eau, imbibé, détrempé	Trempé, gorgé d'eau, imbibé, détrempé
CE.PURUGA	Puruʔa	Parent-in-law (Burrows 1938:56)	(Lmt)
CE.PUNA-RUA	Punarua	A man with two wives, or a woman with two husbands	A man with two wives, or a woman with two husbands
AN.PUNI.1B	Pu/puni	To hide one's self, to take shelter behind another	(Dvs)
PN.PUNUA	Punua	Petit animal	(Jsn)
CE.PUUORO	Puuoro	Rincer une bouteille, se rincer the bouche.	Rincer une bouteille, se rincer la bouche.
CE.PUUORO	Puoro	To cleanse the inside of a calabash, or of a bottle, by means of gravel and water	To cleanse the inside of a calabash, or of a bottle, by means of gravel and water
TA.PUPA	Pupa	S'accoupler, avoir of the rapports sexuels . To be desiring the other sex (Dvs).	S'accoupler, avoir des rapports sexuels . To be desiring the other sex (Dvs).
TA.PUPU.B	Pupu	A company, party or class. Equipe, groupe of personnes (Lmt).	A company, party or class. Equipe, groupe de personnes (Lmt).
CP.PUUPUU.1	Puupuu/vaha	Se gargariser	(Lmt)
EO.PUUPUU.2	Puupuu	Différentes espèces of coquillages of petite taille servant to faire the couronnes et the colliers	Différentes espèces de coquillages de petite taille servant à faire les couronnes et les colliers
MP.PUSA.2	Puhâ	To blow, as the honu, whale, &c.Problematic	(Dvs)
MP.PUSA.2	Puhaa	Reprendre son souffle en surface after avoir plongéProblematic	Reprendre son souffle en surface après avoir plongéProblematic
PN.PUSAKE	Pihaʔe	Vomissure, vomir	(Lmt)
MP.PUSI.1	Puhi	Souffler, sauf pour the vent	Souffler, sauf pour le vent
MP.PUSI.1	Puhi/puhi	Souffler, sauf pour the vent; fumer	Souffler, sauf pour le vent; fumer
MP.PUSI.1	Pu/puhi	Fusil; tirer un coup of fusil; souffler	Fusil; tirer un coup de fusil; souffler
FJ.PUSI.2	Puhi	General name for moray eels. Murène or anguille, nom of the Muraenidae, nombreuses espèces (Lmt).	General name for moray eels. Murène ou anguille, nom des Muraenidae, nombreuses espèces (Lmt).
MP.PUTA.1A	Puta	Trou de part en part, ouverture; blessure, piqure	(Lmt)
EO.PUUTEE	Puutee	Sac, poche	(Lmt)
TA.PUUTETE	Putete	A bag enclosed in a small net, in which it is suspended	A bag enclosed in a small net, in which it is suspended
OC.PUTU.1	Pu(tu)putu	Etre rassemblé	Etre rassemblé
OC.PUTU.1	Putuputu	Gathered; close together, the opposite to varavara, or thinly scattered; to gather together, to assemble	(Dvs)
OC.SAE.1	Ha/hae	Déchirer (en deux morceaux)	Déchirer (en deux morceaux)
OC.SAE.1	Hae/hae	Déchirer (en of nombreux morceaux)	Déchirer (en de nombreux morceaux)
OC.SAE.1	Paa/hae/, pii/hae	Déchirer with force	Déchirer avec force
NP.SAE.2	Hae	Colère, rage, be en colère, en rage. Jealous; wild, as beasts; enraged (Dvs).	Colère, rage, être en colère, en rage. Jealous; wild, as beasts; enraged (Dvs).
NP.SAE.3	Hae	An imagined ghost, or the spirit of a drowned person	(Dvs)
PN.SAQELE	Haere	Action d'aller, démarche, en voyage, go or venir (suivant the particule qui suit atu, mai); devenir	Action d'aller, démarche, en voyage, aller ou venir (suivant la particule qui suit atu, mai); devenir
PN.SAQELE	Haare	Go. ??	(???)
NP.SAFE.1	Hahe	Great in size, abundant in quantity	(Dvs)
NP.SAFE.1	Hahe/hahe	Daring, fearless as a warrior	Daring, fearless as a warrior
PN.SAFE.4	Hahe	A sort of sacred cloth for the godsUncertain Semantic Connection	(Lmt)
PN.SAFOLE	Ahore	The name of a small, spotted fish	(Dvs)
OC.SAFU.2	Hahu	Rasoir, rabot; raser, raboter	(Lmt)
OC.SAFU.2	Pa/hahu/	Scrape bamboo to obtain thin layer for plaiting	(Hdy)
FJ.SAGA.1A	Haa	Work of any kind; to work, or operate any way; but lately both noun and verb have been most commonly applied to cloth making by the women	(Dvs)
FJ.SAGA.1A	Haʔa	Pratiquer (une activité), faire (surtout of the travaux of dame)	Pratiquer (une activité), faire (surtout des travaux de dame)
MP.SAQI	Hai/hai	To bind up fast, to secure	(Dvs)
NP.SAKA.2	Haʔa	Nain, low on patte	Nain, bas sur patte
NP.SAKALI	Haʔari	Coco; lait de coco. Coconut tree (Handy 1927).	(Lmt)
PN.SAA-KALO	Haaʔaro	Évider, extraire d'une cavité son contenu	Évider, extraire d'une cavité son contenu
PN.SAKI	Hai/a	A human sacrifice; also the bodies of those slain in warUncertain Semantic Connection	(Dvs)
MP.SAKU-LAA	Haʔuraa	(Xiphias gladius). Espadon (Makaira alleida) (Lmt).	(Rdl)
AN.SALA.1	Hara	Péché, crime. Unequal, not hitting the mark; to be unequal, to be deviating from a line or rule; to be in a transgression; sin, transgression, crime, guilt (Dvs).	Péché, crime. Unequal, not hitting the mark; to be unequal, to be deviating from a line or rule; to be in a transgression; sin, transgression, crime, guilt (Dvs).
AN.SALATO	Haratô	Acrid, exciting pain	(Dvs)
EO.SAQALO	Haro	To smooth back the hair; to pull the raoere or leaves tied together to catch fish	(Dvs)
FJ.SALU.2	Haru	Attraper, arrêter (état d'arrestation), saisir of force, violer. To rob; seize by violence; to catch (Dvs).	Attraper, arrêter (état d'arrestation), saisir de force, violer. To rob; seize by violence; to catch (Dvs).
PN.SALULU	Haruru	Fracas, vacarme, mugissement of the mer or of the vent; faire ce bruit. Sound; noise, as of the sea, thunder, &c.; to make a roaring or a thundering noise, applied to various things (Dvs).	Fracas, vacarme, mugissement de la mer ou du vent; faire ce bruit. Sound; noise, as of the sea, thunder, &c.; to make a roaring or a thundering noise, applied to various things (Dvs).
CE.SAA-MAGA	Haamaʔa	Écarter the jambes	Écarter les jambes
CC.SAAMAMA	Hamama	Ouvrir (the bouche), bâiller	Ouvrir (la bouche), bâiller
PN.SAMU.1A	ʔAi/hamu/	Eat of the restes, of the fruits tombés	Manger des restes, des fruits tombés
PN.SAMU-TI.1	Hamu	Gluttonous	(Dvs)
TA.SAMUTI.2	Hamuti	A privy; a place of dirt and rubbish	A privy; a place of dirt and rubbish
NP.SANI.1	Hani/hani	To caress or fondle	(Dvs)
EC.SEKE.1B	Heʔe	Evacuer (purge); refluer, baisser (la mer)	(Lmt)
OC.SAQO	Hao	To encircle, as fishermen, in bringing both ends of a fishing net together	(Dvs)
NP.SAPA	Hapa	Faute morale, enfreindre une loi; en surplus, en surnombre. A deviation from a rule; a missing of a mark; error, sin, crime (Dvs).	Faute morale, enfreindre une loi; en surplus, en surnombre. A deviation from a rule; a missing of a mark; error, sin, crime (Dvs).
NP.SAPA	Hapa/hapa	Détourné, tortu	Détourné, tortu
MP.SAPAI	Hapoi, hopoi	To carry or convey (a burden)Phonologically Irregular	(Dvs)
MP.SAPAI	Hoopoi	Porter un object pesant, souleverPhonologically Irregular	(Lmt)
EP.SAPE.B	Hape	Erreur, faute, faux, se tromper, faire erreur	(Lmt)
CE.SAPUU	Hapuu	Etre enceinte (personne), be gravide (animaux)	Etre enceinte (personne), être gravide (animaux)
PN.SAPUTU	Haaputu	The name of a fish that is often poisonousProblematic	(Dvs)
PN.SAPUTU	Haputu	Maori snapper (Lutjanus rivulatus)	(Rdl)
MP.SAU.1	Hau	The dew that falls at night	(Dvs)
OC.SAU.3	Hau	Paix; administration, gouvernement; nation, patrie; l'emporter, surpasser	(Lmt)
EO.SAU.6	Hau/moe	The cold night breezes of the vallies	(Dvs)
NP.SAU-GA.*	Hauʔa	Odeur, sentir (percevoir une odeur or émettre une odeur)	Odeur, sentir (percevoir une odeur ou émettre une odeur)
NP.SAWA.1	Hava	Dirtied, befouled, filthy, defiled	(Dvs)
NP.SAWA.1	Hava/hava	Souillé, be souillé (d'excréments)	Souillé, être souillé (d'excréments)
NP.SAWAIKI	Havaiʔi	An old name for Porapora	(Hry)
OC.SAAWAKI	Haavaʔe	Oursin brun, comestible, to piquants very petits (Echinus sp.)Phonologically Irregular	Oursin brun, comestible, à piquants très petits (Echinus sp.)Phonologically Irregular
PN.SEE.1	He	An error or mistake; wrong, erroneous, mistaken	(Dvs)
CE.SEA.3	Hea	To grieve for the dead, to lament for the dead, using various ceremonies	(Dvs)
EP.SEI.1B	Hei	Collier; couronne (hei upo'o); guirlande of chapeau (hei taaupo'o). A wreath or garland of flowers (Dvs).	Collier; couronne (hei upo'o); guirlande de chapeau (hei taaupo'o). A wreath or garland of flowers (Dvs).
EC.SEI.2	Ei	"(devant une forme nominale qui est soit:) un prédicat indiquant une position future ""ce sera to""; un prédicat indiquant une nécessité: ""il faut""; un complément attributif: to the lieu of, en tant que, like"	"(devant une forme nominale qui est soit:) un prédicat indiquant une position future ""ce sera à""; un prédicat indiquant une nécessité: ""il faut""; un complément attributif: au lieu de, en tant que, comme"
FJ.SEKA	Heʔa	Catégorie of maladies qui comprend entre autres of the maladies of peau et the pertes blanches	Catégorie de maladies qui comprend entre autres des maladies de peau et les pertes blanches
PN.SEKE.1A	Heʔe	Glisser, déraper; glisser on the vagues	Glisser, déraper; glisser sur les vagues
CP.SELE.1A	Here	Noeud coulant, piège to noeud coulant (pour attraper the chevrettes, the poules); attraper to the noeud coulant	Noeud coulant, piège à noeud coulant (pour attraper les chevrettes, les poules); attraper au noeud coulant
EO.SELE.3	Here	Amour; aimé, chéri; aimer, chérir. A favourite, a beloved one (Dvs).	Amour; aimé, chéri; aimer, chérir. A favourite, a beloved one (Dvs).
CE.SERU	Heru	Gratter the terre (en parlant d'une poule), fouiller the terre	Gratter la terre (en parlant d'une poule), fouiller la terre
CC.SEMA.2	Hema/hema	The little fish called the nautilus	(Dvs)
NP.SEMO	Hemo	Glisser of the mains, échapper of the mains; be dévancé, dépassé, surpassé. To be out-done in a contest; to slip off, as the handle of a tool (Dvs).	Glisser des mains, échapper des mains; être dévancé, dépassé, surpassé. To be out-done in a contest; to slip off, as the handle of a tool (Dvs).
CP.SEU	Heu	To throw off, as an infant its covering	(Dvs)
EP.SEWA.B	Heva	Habit of deuil, be en deuil	Habit de deuil, être en deuil
PN.SII.1	Hii	Pêcher to the ligne	Pêcher à la ligne
FJ.SII.2A	Hii	Jaillir (en parlant d'un liquide)	(Lmt)
NP.SII.2B	Hii	Diarrhée	Diarrhée
CP.SIGA.A	Hiʔa	Fall (is said of quelque chose qui était debout et tombe of sa propre hauteur)	Tomber (se dit de quelque chose qui était debout et tombe de sa propre hauteur)
PN.SIGANO	Hiinano	Fleur de pandanus (Pandanus odoratissimus)Phonologically Irregular	(Lmt)
OC.SIKA.1	Hiʔa	Possibly bobbin-needle used on nets. ??	(???)
OC.SIKA.2	Hia	To use friction to procure fire	(Dvs)
CE.SIKU.B	Hiʔu	Queue des poissons	(Lmt)
??.SIKU-LAGI	Hiʔuraʔi	A prominent mountain	(???)
CC.SILA.1B	Hira	Bashfulness as in the presence of a superior, or of many together	(Dvs)
MP.SINA.1	Hinahina	Cheveux blancs; avoir of the cheveux blancs	Cheveux blancs; avoir des cheveux blancs
CP.SINA.2	Hina	The name of the first woman, according to a Tahitian tradition, the wife of Ti, and by some said to be still in the moon; a species of small spider	The name of the first woman, according to a Tahitian tradition, the wife of Ti, and by some said to be still in the moon; a species of small spider
FJ.SINU.1	Hinu	Huile, graisse, mazout	(Lmt)
